Inventaire,Item_Original,Latin_Standard,Categorie
"Johannes Cambarelli (Marseille, 1432)",Solatre,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",VI ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Ayguas II quintals.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",eron pezadas las ayguas a totas las amolas.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Agnus castus,Vitex,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",IIIIor semen frigidi,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",III ℥½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen cito[nio]rum,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",II ℥½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen lactusse,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",Semen catapucie,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",III ℥½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen cicute,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",I qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Saman orobi,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen carvi,Carum,SEMEN
"Johannes Cambarelli (Marseille, 1432)",Semen mandrago,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",I qrtn. ½,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen nasturci,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",III qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen apii,Apium,SEMEN
"Johannes Cambarelli (Marseille, 1432)",I qrtn. ½,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen assetoze,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",I ℥,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen nigelle,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",VI qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen sileri,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",I qrtn. ½ a,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Soma,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Radicis tormentille,,RADIX
"Johannes Cambarelli (Marseille, 1432)",I qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Radicis mandragore,Mandragora,RADIX
"Johannes Cambarelli (Marseille, 1432)",I qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Radicis panis porci,,RADIX
"Johannes Cambarelli (Marseille, 1432)",Azari,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",III dr ½,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Cassie li[gne],Cassia_fistula,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I qrtn. ½,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Costi amari,Costus,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I qrtn. ½,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Radicis tunissis,,RADIX
"Johannes Cambarelli (Marseille, 1432)",III ℥½ II.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Coati dulci,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",III qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Viscus quercini,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Radicis colonbri,,RADIX
"Johannes Cambarelli (Marseille, 1432)",II qrtn. ½,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Radicis acori,Acorus,RADIX
"Johannes Cambarelli (Marseille, 1432)",I qrtn. I.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Polipodium,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I ℥½. II.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Tere merita,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I ℥½ II ʒ II.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Aristologie,Aristolochia,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Ciperi,Cyperus,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I qrtn. I.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Ben rubei,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Deronico,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I ℥,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Calami aro[matici],,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",III ℥,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Radice ezuli,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Radice enule ca[mpane],,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I qrtn. ½ II.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I Fl.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Cardemoni,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",III ℥,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Car[n]is sorbarum,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",III gros.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Nuda moscate,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Pebre lonc,Piper,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Barbitina,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Sanguis dragonis,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II Σ,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Pulvis rubei I,,PULVIS
"Johannes Cambarelli (Marseille, 1432)",II Σ,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Aurpiment,Auripigmentum,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II Σ,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen ameos,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",I qrtn. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen arquacange,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",I qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Iusquiames,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen plantaginis,Plantago,SEMEN
"Johannes Cambarelli (Marseille, 1432)",III qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen sebestes,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",Semen vitisse,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",Semen saxifragi,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",III ℥½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen citrini,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",I qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen git,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",Semen qqurbite,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",I qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen bausie,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",Semen endi[vie],,SEMEN
"Johannes Cambarelli (Marseille, 1432)",I qrtn. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen berberis,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",I qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen scariolle,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",I qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen petrocili,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",I qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen speragi,Asparagus,SEMEN
"Johannes Cambarelli (Marseille, 1432)",Semen levistici,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",I qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Dauci,Daucus,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen carpobalsanum,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",I qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen apii,Apium,SEMEN
"Johannes Cambarelli (Marseille, 1432)",Semen melo,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",I qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen bazilicon,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",Semen petro,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",.I. qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen aneti,Anethum,SEMEN
"Johannes Cambarelli (Marseille, 1432)",VIII ℥½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen portulace,Portulaca,SEMEN
"Johannes Cambarelli (Marseille, 1432)",I qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen anteri,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",I qrtn.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen edere,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",I qrtn. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen atriplicis,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",I qrtn. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen cartami,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",Semen pinli,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",III ℥½ VI [blanc].,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Semen milisolium,,SEMEN
"Johannes Cambarelli (Marseille, 1432)",Soma tot,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I Fl. VIIII.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Peqli rosarum,Rosa,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",V ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Cicoree,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Arthemisie,Artemisia,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Sansuci,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",XI ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Lapaci aqti,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",V ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Nenufaris,Nymphaea,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",IX ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Aqua rosarum,Rosa,AQUA
"Johannes Cambarelli (Marseille, 1432)",I ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Melisse,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",III ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Enulla campane,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Endi,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",V ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Caprifolli,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II ll. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Apii,Apium,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",III ll. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Rafani aquatici,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II ll. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Endi,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",XII ll. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Aqua viell,,AQUA
"Johannes Cambarelli (Marseille, 1432)",III ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Agrimonie,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",I ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Aqua buglosse,Borago,AQUA
"Johannes Cambarelli (Marseille, 1432)",X ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Aqua ros[arum],,AQUA
"Johannes Cambarelli (Marseille, 1432)",VIII ll. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Granis,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",VII ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Darbuci,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",II ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Boraginis,Borago,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",VI ll. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Plantaginis,Plantago,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",III ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Siropus de buglosse an mell,Borago,CYRUPUS
"Johannes Cambarelli (Marseille, 1432)",V ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Siropus de escolopendrie,,CYRUPUS
"Johannes Cambarelli (Marseille, 1432)",IIII ll.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Siropus endi[vie],,CYRUPUS
"Johannes Cambarelli (Marseille, 1432)",V ll. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Aqua pro oculis,,AQUA
"Johannes Cambarelli (Marseille, 1432)",III ll. ½.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",LXXXXVII,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Somma que stas IIII cartas scritchas,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Somma tot CXXVIII Fl.,,SIMPLE
"Johannes Cambarelli (Marseille, 1432)",Per I destrech que es en la cuyna.,,SIMPLE
Rome Price Table (1674),Acque Termali.,,AQUA
Rome Price Table (1674),Roma,,SIMPLE
Rome Price Table (1674),Acciaro limato,,SIMPLE
Rome Price Table (1674),Agarico in poluere,Agaricus,SIMPLE
Rome Price Table (1674),Agarico sano,Agaricus,SIMPLE
Rome Price Table (1674),Aloe epatico pisto,Aloe,SIMPLE
Rome Price Table (1674),Aloe fuccotrino pisto,Aloe,SIMPLE
Rome Price Table (1674),Alume di Rocca,Alumen,SIMPLE
Rome Price Table (1674),Alume di Rocca adusto,Alumen,SIMPLE
Rome Price Table (1674),Ammoniaco dissoluto,Ammoniacum,SIMPLE
Rome Price Table (1674),Anisi capati,Anisum,SIMPLE
Rome Price Table (1674),Antimonio crudo,Antimonium,SIMPLE
Rome Price Table (1674),Assa fetida,Asa_foetida,SIMPLE
Rome Price Table (1674),Auorio limato sottilissi-,,SIMPLE
Rome Price Table (1674),BAcche di cipresso,,SIMPLE
Rome Price Table (1674),Balausti,Balaustium,SIMPLE
Rome Price Table (1674),Balsamo del Peru,Balsamum,SIMPLE
Rome Price Table (1674),Bdellio,,SIMPLE
Rome Price Table (1674),Belzuino,,SIMPLE
Rome Price Table (1674),Biacca Veneta,,SIMPLE
Rome Price Table (1674),Bitume Giudaico,,SIMPLE
Rome Price Table (1674),Bolo Armeno groffo,Bolus,SIMPLE
Rome Price Table (1674),Bolo Armeno Orientale,Bolus,SIMPLE
Rome Price Table (1674),Bottoni di rose,,SIMPLE
Rome Price Table (1674),CAlamo Aromatico,,SIMPLE
Rome Price Table (1674),Canfora,Camphora,SIMPLE
Rome Price Table (1674),Cantarelle preparate,,SIMPLE
Rome Price Table (1674),Cassia in canna,,SIMPLE
Rome Price Table (1674),Cassia lignea,Cassia_lignea,SIMPLE
Rome Price Table (1674),Castoro vero in poluere,,SIMPLE
Rome Price Table (1674),China eletta,,SIMPLE
Rome Price Table (1674),China chine detta febrifu-,,SIMPLE
Rome Price Table (1674),Cimino pisto,,SIMPLE
Rome Price Table (1674),Cinamomo,,SIMPLE
Rome Price Table (1674),Coloquintida,Colocynthis,SIMPLE
Rome Price Table (1674),Corallina,,SIMPLE
Rome Price Table (1674),Coriandoli preparati,,SIMPLE
Rome Price Table (1674),DAttoli Alessandrini,,SIMPLE
Rome Price Table (1674),Dente di Cignale li-,,SIMPLE
Rome Price Table (1674),mato,,SIMPLE
Rome Price Table (1674),Dittamo bianco,Dictamnus,SIMPLE
Rome Price Table (1674),Dittamo cretico,Dictamnus,SIMPLE
Rome Price Table (1674),EPitimo,,SIMPLE
Rome Price Table (1674),Ermodattoli,,SIMPLE
Rome Price Table (1674),Esipo humido,,SIMPLE
Rome Price Table (1674),Euforbio,Euphorbia,SIMPLE
Rome Price Table (1674),FArina di fien greco,,SIMPLE
Rome Price Table (1674),D'orobo,,SIMPLE
Rome Price Table (1674),Farina d'ogn'altra sorte-,,SIMPLE
Rome Price Table (1674),vsuale,,SIMPLE
Rome Price Table (1674),Fiele di toro condensato,,SIMPLE
Rome Price Table (1674),Fien greco,,SIMPLE
Rome Price Table (1674),Fiori d'aneto,,SIMPLE
Rome Price Table (1674),Cordiali,,SIMPLE
Rome Price Table (1674),di lambrusca,,SIMPLE
Rome Price Table (1674),di meliloto con frondib. 3,,SIMPLE
Rome Price Table (1674),"di Ninfea,cioe nenufari",Nymphaea,SIMPLE
Rome Price Table (1674),di rosmarino,,SIMPLE
Rome Price Table (1674),di saluia,,SIMPLE
Rome Price Table (1674),d'ogn'altra sortevsuali,,SIMPLE
Rome Price Table (1674),GAlanga,Galanga,SIMPLE
Rome Price Table (1674),Galbano in pani,,SIMPLE
Rome Price Table (1674),Gomma Arabica,Gummi_arabicum,SIMPLE
Rome Price Table (1674),Gomma garagna,,SIMPLE
Rome Price Table (1674),Gomma edera,,SIMPLE
Rome Price Table (1674),Gomma elemi,,SIMPLE
Rome Price Table (1674),Gomma gotte,,SIMPLE
Rome Price Table (1674),Gomma taccamacca,,SIMPLE
Rome Price Table (1674),Gomma tragante,,SIMPLE
Rome Price Table (1674),"Grana de Tintori, o grana",,SEMEN
Rome Price Table (1674),canuta,,SIMPLE
Rome Price Table (1674),Grana detta chermes,,SEMEN
Rome Price Table (1674),Grasso d'anatra,,SIMPLE
Rome Price Table (1674),d'auoltore,,SIMPLE
Rome Price Table (1674),A 2,,SIMPLE
Rome Price Table (1674),Grasso,,SIMPLE
Rome Price Table (1674),Grasso di cauallo,,SIMPLE
Rome Price Table (1674),di gallina,,SIMPLE
Rome Price Table (1674),hircino,,SIMPLE
Rome Price Table (1674),d'oca,,SIMPLE
Rome Price Table (1674),d'orso,,SIMPLE
Rome Price Table (1674),di tasso,,SIMPLE
Rome Price Table (1674),di vipera,,SIMPLE
Rome Price Table (1674),HErbe sine,,SIMPLE
Rome Price Table (1674),Herbe grosse,,SIMPLE
Rome Price Table (1674),Herbe in poluere,,SIMPLE
Rome Price Table (1674),piastri,,SIMPLE
Rome Price Table (1674),INcenso capato,Olibanum,SIMPLE
Rome Price Table (1674),Incenso in sorte,Olibanum,SIMPLE
Rome Price Table (1674),Ireos Leuante,Iris,SIMPLE
Rome Price Table (1674),Iuiube secche,,SIMPLE
Rome Price Table (1674),LAudano di barba,Ladanum,SIMPLE
Rome Price Table (1674),Legno lentisco no-,,SIMPLE
Rome Price Table (1674),strale,,SIMPLE
Rome Price Table (1674),Legno lentisco di Scio,,SIMPLE
Rome Price Table (1674),"Lengo nefritico, o palo di",,SIMPLE
Rome Price Table (1674),rognoni,,SIMPLE
Rome Price Table (1674),Legno santo tornito,,SIMPLE
Rome Price Table (1674),Legno visco quercino:,,SIMPLE
Rome Price Table (1674),Litargico passato,,SIMPLE
Rome Price Table (1674),MAcis eletto,Macis,SIMPLE
Rome Price Table (1674),Maluasia di Cadia,,SIMPLE
Rome Price Table (1674),Manna nostrale,,SIMPLE
Rome Price Table (1674),Mastrice in lagrima,,SIMPLE
Rome Price Table (1674),Mechiocan,,SIMPLE
Rome Price Table (1674),"Mercurio, o argeto viuo",,SIMPLE
Rome Price Table (1674),Miele despumato,,SIMPLE
Rome Price Table (1674),Midolla di ceruo,,SIMPLE
Rome Price Table (1674),Midolla di vitello,,SIMPLE
Rome Price Table (1674),Mignatte purgate,,SIMPLE
Rome Price Table (1674),Mirabolani g'ogni sorte,Myrobalanus,SIMPLE
Rome Price Table (1674),Mirra sina,Myrrha,SIMPLE
Rome Price Table (1674),"Mosto cotto, cioe sapa",,SIMPLE
Rome Price Table (1674),Mummia,,SIMPLE
Rome Price Table (1674),Noci moscate,,SIMPLE
Rome Price Table (1674),OGlio di liquidabra,,SIMPLE
Rome Price Table (1674),Opio Thebaico,,SIMPLE
Rome Price Table (1674),Opoponaco,,SIMPLE
Rome Price Table (1674),Orzo mondo,,SIMPLE
Rome Price Table (1674),PAssarina di leuante,,SIMPLE
Rome Price Table (1674),Passarina nostrale,,SIMPLE
Rome Price Table (1674),Pretro di Leuante,,SIMPLE
Rome Price Table (1674),Piombo adusto,,SIMPLE
Rome Price Table (1674),Piombo poluerizato senza,,SIMPLE
Rome Price Table (1674),fuoco,,SIMPLE
Rome Price Table (1674),Poluere di mortella,Myrtus,SIMPLE
Rome Price Table (1674),b: 2,,SIMPLE
Rome Price Table (1674),Poluere di siori di papane-,,SIMPLE
Rome Price Table (1674),ri err.,,SIMPLE
Rome Price Table (1674),Poluere di rose canine,,SIMPLE
Rome Price Table (1674),Poluere di rose rosse,,SIMPLE
Rome Price Table (1674),RAbarbaro eletto,Rhabarbarum,SIMPLE
Rome Price Table (1674),Radici d'assaro sec-,,SIMPLE
Rome Price Table (1674),"Radici fine fresche, cioe",,SIMPLE
Rome Price Table (1674),Rad. di fragaria,,SIMPLE
Rome Price Table (1674),di gentiana,Gentiana,SIMPLE
Rome Price Table (1674),di peonia,Paeonia,SIMPLE
Rome Price Table (1674),di scorzanera,,SIMPLE
Rome Price Table (1674),"di tormentilla, & altre",,SIMPLE
Rome Price Table (1674),simili,,SIMPLE
Rome Price Table (1674),Radiche sine secche,,SIMPLE
Rome Price Table (1674),"Radiche grosse fressche ca-pate, e smidollate, cioe",,SIMPLE
Rome Price Table (1674),Rad. d'althea,,SIMPLE
Rome Price Table (1674),d'appio,,SIMPLE
Rome Price Table (1674),di borragine,,SIMPLE
Rome Price Table (1674),di buglosia,,SIMPLE
Rome Price Table (1674),di cicoria,,SIMPLE
Rome Price Table (1674),di finocchio,,SIMPLE
Rome Price Table (1674),di gramigna,,SIMPLE
Rome Price Table (1674),"di rusco, & altre simili",,SIMPLE
Rome Price Table (1674),grosse secche,,SIMPLE
Rome Price Table (1674),d'Angelica odorata,,SIMPLE
Rome Price Table (1674),di bistorta,Bistorta,SIMPLE
Rome Price Table (1674),di carlina,,SIMPLE
Rome Price Table (1674),di contrahierua in pol-,,SIMPLE
Rome Price Table (1674),uere,,SIMPLE
Rome Price Table (1674),d'elleboro negro non,Helleborus,SIMPLE
Rome Price Table (1674),preparato,,SIMPLE
Rome Price Table (1674),d'elleboro negro prepa-,Helleborus,SIMPLE
Rome Price Table (1674),rato,,SIMPLE
Rome Price Table (1674),di liquiritia,Glycyrrhiza,SIMPLE
Rome Price Table (1674),di polipodio quercino,Polypodium,SIMPLE
Rome Price Table (1674),SAle Armoniaco,,SIMPLE
Rome Price Table (1674),Sal gemma,Sal,SIMPLE
Rome Price Table (1674),Salnitro commune,,SIMPLE
Rome Price Table (1674),b. ÷,,SIMPLE
Rome Price Table (1674),Salsaparilla sana,,SIMPLE
Rome Price Table (1674),Sandalo bianco,Santalum,SIMPLE
Rome Price Table (1674),Sandalo citrino,Santalum,SIMPLE
Rome Price Table (1674),Sandalo rosso,Santalum,SIMPLE
Rome Price Table (1674),Sandracha,,SIMPLE
Rome Price Table (1674),Sangue,,SIMPLE
Rome Price Table (1674),Sangue di drago grosso,Sanguis_draconis,SIMPLE
Rome Price Table (1674),Sangue di drago in lagri-,Sanguis_draconis,SIMPLE
Rome Price Table (1674),Sagapeno in pane,,SIMPLE
Rome Price Table (1674),Sassofrasso,,SIMPLE
Rome Price Table (1674),Sarcocolla,Sarcocolla,SIMPLE
Rome Price Table (1674),Scamonea fina,Scammonia,SIMPLE
Rome Price Table (1674),Schenanto,,SIMPLE
Rome Price Table (1674),Scialappa,,SIMPLE
Rome Price Table (1674),Scorze di cedro secche,,SIMPLE
Rome Price Table (1674),Scorze di legno santo,,SIMPLE
Rome Price Table (1674),Scorze di rad.di cappari,,SIMPLE
Rome Price Table (1674),Seme di basilico,,SIMPLE
Rome Price Table (1674),di cedro vestiti,,SIMPLE
Rome Price Table (1674),di cedro mondi,,SIMPLE
Rome Price Table (1674),di citroli mondi,,SIMPLE
Rome Price Table (1674),di cocomoro mondi,,SIMPLE
Rome Price Table (1674),di cocuzza mondi,,SIMPLE
Rome Price Table (1674),di cotogni,,SIMPLE
Rome Price Table (1674),d'echio viperino,,SIMPLE
Rome Price Table (1674),di lino,,SIMPLE
Rome Price Table (1674),di melone mondi,,SIMPLE
Rome Price Table (1674),di papauero bianco,,SIMPLE
Rome Price Table (1674),di papauero nero,,SIMPLE
Rome Price Table (1674),di peonia,Paeonia,SIMPLE
Rome Price Table (1674),di psillio,,SIMPLE
Rome Price Table (1674),di sumach,Sumac,SIMPLE
Rome Price Table (1674),Sughi liquidi purificati.,,SIMPLE
Rome Price Table (1674),Sugo d'agro di cedro,,SIMPLE
Rome Price Table (1674),d'agro di limone,,SIMPLE
Rome Price Table (1674),d'agrimonia,,SIMPLE
Rome Price Table (1674),di berberi,,SIMPLE
Rome Price Table (1674),di cotogni,,SIMPLE
Rome Price Table (1674),di peonia,Paeonia,SIMPLE
Rome Price Table (1674),di radici d'iride,,SIMPLE
Rome Price Table (1674),di rose rosse,,SIMPLE
Rome Price Table (1674),"Di tutte altre herbe, comed'acetosa, boragine, bu-glossa, cicoria, sonco,",,SIMPLE
Rome Price Table (1674),"endiuia, e simili",,SIMPLE
Rome Price Table (1674),Vino di granati,,SIMPLE
Rome Price Table (1674),Sugni condensati,,SIMPLE
Rome Price Table (1674),Sugo d'assenzo,,SIMPLE
Rome Price Table (1674),di cardo santo,,SIMPLE
Rome Price Table (1674),d'elaterio,,SIMPLE
Rome Price Table (1674),d'eupatorio,,SIMPLE
Rome Price Table (1674),di liquirita,,SIMPLE
Rome Price Table (1674),d'hipocistide,,SIMPLE
Rome Price Table (1674),di ruta caprara,,SIMPLE
Rome Price Table (1674),Sena Orientale,,SIMPLE
Rome Price Table (1674),pista,,SIMPLE
Rome Price Table (1674),Sena,Senna,SIMPLE
Rome Price Table (1674),Seta abrugiata preparata,,SIMPLE
Rome Price Table (1674),Spica celtica,Lavandula,SIMPLE
Rome Price Table (1674),Spico nardo,,SIMPLE
Rome Price Table (1674),Sponghe da fomento,,SIMPLE
Rome Price Table (1674),Storace calamita in lagti-,Magnes,SIMPLE
Rome Price Table (1674),Storace calamita in pane,Magnes,SIMPLE
Rome Price Table (1674),Storace liquida,Storax,SIMPLE
Rome Price Table (1674),TArtaro di Bologna pol-,,SIMPLE
Rome Price Table (1674),uerizato,,SIMPLE
Rome Price Table (1674),Terebinto di Cipro,,SIMPLE
Rome Price Table (1674),Terebintina Veneta,Terebinthina,SIMPLE
